ID Group,Group,ID Industry,Industry,ID Year,Year,ID State,State,Workforce by Industry and Gender,Workforce by Industry and Gender Moe,Geography,ID Geography,Slug Geography,Year,Median Earnings Moe,Workforce Prev,Workforce Growth,Median Earnings Prev,Median Earnings Growth,Share
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2022,"2022","04000US06","California",1769,389.7601826764761,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",57457,10714,5307,-66.66666666666666,51713,11.10745847272446,0.4650710357229239
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2022,"2022","04000US06","California",126,84.30895563343196,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",94509,160583,110,14.545454545454545,118362,-20.152582754600292,0.03312546664843889
1,"Construction (Group)",2,"Construction",2022,"2022","04000US06","California",17261,1225.1252997142783,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",122498,9047,31819,-45.75253779188535,103374,18.499816201365917,4.537926030307173
2,"Manufacturing (Group)",3,"Manufacturing",2022,"2022","04000US06","California",38900,1995.5402777192949,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",192055,13864,31718,22.643294028627277,113099,69.81140416802978,10.22683057638312
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2022,"2022","04000US06","California",7619,757.5018151793433,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",133142,14286,7595,0.31599736668861095,97164,37.02811740974023,2.00303913011473
4,"Retail Trade (Group)",5,"Retail Trade",2022,"2022","04000US06","California",32089,1684.5207033456134,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",73289,7377,41237,-22.183961005892765,59057,24.09875205310124,8.436215073664728
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2022,"2022","04000US06","California",10564,986.9777099813348,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",100060,14758,12908,-18.15928106600558,80795,23.844297295624727,2.7772811878897503
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2022,"2022","04000US06","California",2448,408.95231995918544,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",184241,35873,3213,-23.809523809523807,181046,1.7647448714691296,0.6435804948839557
6,"Information (Group)",8,"Information",2022,"2022","04000US06","California",9847,988.9110172305695,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",181811,24109,5623,75.12004268184243,130746,39.0566441803191,2.5887815086283954
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2022,"2022","04000US06","California",16974,1238.0702726420661,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",183169,15919,11648,45.72458791208791,144560,26.707941339236303,4.46247357849684
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2022,"2022","04000US06","California",10778,794.1341196548602,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",151092,23295,8172,31.88937836514929,90468,67.01153999204138,2.833541901086305
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2022,"2022","04000US06","California",64354,1910.0261778310787,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",198419,9089,26555,142.34230841649406,153347,29.39216287243963,16.918700640425687
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2022,"2022","04000US06","California",928,295.0254226333724,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",255374,90733,442,109.95475113122173,187223,36.4009763757658,0.24397169087104204
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2022,"2022","04000US06","California",14901,1055.3639182765346,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",87085,3880,17135,-13.037642252699152,60753,43.342715586061594,3.9174807819713333
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2022,"2022","04000US06","California",37295,1613.4388739583535,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",123057,6118,28500,30.85964912280702,105483,16.660504536275987,9.804875227408957
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2022,"2022","04000US06","California",48407,1915.7087461302672,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",140830,10765,40772,18.72608652997155,95551,47.38725916002972,12.726225905166523
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2022,"2022","04000US06","California",10290,979.5881787771839,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",68402,16330,12516,-17.78523489932886,58908,16.116656481292864,2.7052464429558434
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2022,"2022","04000US06","California",26820,1449.5295788634323,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",56227,4325,26469,1.3260795647738866,39326,42.97665666480191,7.050992186596279
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2022,"2022","04000US06","California",15837,1063.5346726835003,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",,,17828,-11.167825891855507,,NaN,4.163555677074022
12,"Public Administration (Group)",19,"Public Administration",2022,"2022","04000US06","California",13165,879.641972622953,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",181773,8252,17100,-23.01169590643275,158422,14.739745742384263,3.4610854637039528
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2021,"2021","04000US06","California",5307,769.9987012976061,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",51713,9127,5957,-10.911532650663085,44540,16.104625056129322,1.5308639126308532
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2021,"2021","04000US06","California",110,77.89736837660179,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",118362,26534,150,-26.666666666666668,92031,28.611011506992206,0.03173073872044353
1,"Construction (Group)",2,"Construction",2021,"2021","04000US06","California",31819,1508.2944009708451,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",103374,11701,31099,2.3151869835042924,97478,6.048544286916022,9.178548866779936
2,"Manufacturing (Group)",3,"Manufacturing",2021,"2021","04000US06","California",31718,1447.2021282460857,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",113099,7253,31193,1.6830699195332286,104604,8.121104355473978,9.149414279409347
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2021,"2021","04000US06","California",7595,668.9730936293327,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",97164,14551,8173,-7.072066560626452,95922,1.2948020266466505,2.190863278016079
4,"Retail Trade (Group)",5,"Retail Trade",2021,"2021","04000US06","California",41237,1713.2229860704065,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",59057,3083,42357,-2.6441910428028423,54664,8.036367627689156,11.895277023772092
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2021,"2021","04000US06","California",12908,1158.360910942699,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",80795,6061,11816,9.24170616113744,76708,5.327997079835219,3.7234579582135017
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2021,"2021","04000US06","California",3213,555.8929753108956,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",181046,29124,3331,-3.5424797358150704,178999,1.1435818077195963,0.9268260318980462
6,"Information (Group)",8,"Information",2021,"2021","04000US06","California",5623,609.5842845743318,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",130746,12889,5385,4.419684308263696,117388,11.379357344873412,1.6220176711368546
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2021,"2021","04000US06","California",11648,967.2486753674052,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",144560,15688,11398,2.1933672574135814,142233,1.6360478932455897,3.359996769233876
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2021,"2021","04000US06","California",8172,887.6598447603677,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",90468,14212,8002,2.124468882779305,83862,7.877226872719467,2.35730542566786
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2021,"2021","04000US06","California",26555,1564.136183329316,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",153347,12027,26469,0.32490838339189243,145562,5.348236490292796,7.660088788376165
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2021,"2021","04000US06","California",442,198.1565038044424,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",187223,85083,452,-2.2123893805309733,174844,7.080025622840933,0.12749987740396404
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2021,"2021","04000US06","California",17135,1199.2272511913661,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",60753,4596,18169,-5.691012163575321,58821,3.284541235273117,4.9427837088618185
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2021,"2021","04000US06","California",28500,1296.0420517869009,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",105483,7293,28600,-0.34965034965034963,93195,13.185256719781105,8.221145941205826
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2021,"2021","04000US06","California",40772,1721.1708224345427,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",95551,10962,41027,-0.621541911424184,86511,10.449538209013882,11.761142537362945
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2021,"2021","04000US06","California",12516,927.2869027436979,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",58908,4713,12064,3.7466843501326257,57631,2.215821346150509,3.610381143864285
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2021,"2021","04000US06","California",26469,1505.633753606766,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",39326,3048,27526,-3.840005812686188,39162,0.4187733006485879,7.635281119921999
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2021,"2021","04000US06","California",17828,975.3440418642031,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",,,18631,-4.310020932853846,,NaN,5.142687362800612
12,"Public Administration (Group)",19,"Public Administration",2021,"2021","04000US06","California",17100,989.0045500400896,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",158422,10742,16573,3.179870874313643,147139,7.668259265048695,4.932687564723495
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2020,"2020","04000US06","California",5957,871.7505377113339,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",44540,6217,5746,3.6721197354681516,45526,-2.165795369678865,1.7099537276244934
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2020,"2020","04000US06","California",150,94.87360012142472,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",92031,53450,213,-29.577464788732392,54712,68.20989910805673,0.04305742137714857
1,"Construction (Group)",2,"Construction",2020,"2020","04000US06","California",31099,1479.8756704534337,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",97478,8900,31595,-1.5698686501028642,96499,1.0145182851635768,8.92695164938629
2,"Manufacturing (Group)",3,"Manufacturing",2020,"2020","04000US06","California",31193,1435.9122535865483,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",104604,5400,31012,0.5836450406294338,101684,2.871641556193698,8.953934300115968
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2020,"2020","04000US06","California",8173,721.903733194392,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",95922,8912,8852,-7.670582919114325,92182,4.057191208695841,2.3460553661029016
4,"Retail Trade (Group)",5,"Retail Trade",2020,"2020","04000US06","California",42357,1835.6628230696401,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",54664,3828,41575,1.8809380637402284,52287,4.546063074951709,12.15855464847921
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2020,"2020","04000US06","California",11816,1013.0597218328246,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",76708,8540,11388,3.758342114506498,74034,3.6118540130210444,3.3917766066159163
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2020,"2020","04000US06","California",3331,466.086901768329,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",178999,43848,3010,10.664451827242525,176983,1.1390924552075623,0.9561618040485458
6,"Information (Group)",8,"Information",2020,"2020","04000US06","California",5385,595.1436801311091,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",117388,17788,5692,-5.39353478566409,116773,0.52666284158153,1.5457614274396336
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2020,"2020","04000US06","California",11398,869.9022933640307,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",142233,23626,11637,-2.053793933144281,136808,3.965411379451494,3.2717899257115954
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2020,"2020","04000US06","California",8002,819.3393680276812,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",83862,14667,8012,-0.12481278082875688,80403,4.30207828066117,2.2969699057329525
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2020,"2020","04000US06","California",26469,1435.4831939106778,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",145562,9876,25862,2.3470729255278013,129920,12.039716748768473,7.597912576211637
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2020,"2020","04000US06","California",452,166.85922210054798,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",174844,70501,335,34.92537313432836,189550,-7.75837509891849,0.12974636308314103
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2020,"2020","04000US06","California",18169,1114.9475323978254,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",58821,3944,19486,-6.758698552807144,54250,8.425806451612903,5.215401926676082
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2020,"2020","04000US06","California",28600,1506.7912927807886,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",93195,7193,28904,-1.0517575422086909,93592,-0.42418155397897256,8.209615009242993
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2020,"2020","04000US06","California",41027,1636.9975565039795,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",86511,9490,40854,0.4234591472071278,89124,-2.931870203312239,11.776778845601827
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2020,"2020","04000US06","California",12064,981.5008914922086,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",57631,5193,13120,-8.048780487804878,54853,5.064444971104589,3.462964876626135
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2020,"2020","04000US06","California",27526,1635.1006085253591,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",39162,2432,28498,-3.4107656677661593,36635,6.89777535143988,7.90132387218261
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2020,"2020","04000US06","California",18631,1246.0577835718534,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",,,19973,-6.719070745506434,,NaN,5.348018784517699
12,"Public Administration (Group)",19,"Public Administration",2020,"2020","04000US06","California",16573,1030.6085580859497,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",147139,10286,16417,0.950234513004812,140786,4.512522551958291,4.757270963223221
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2019,"2019","04000US06","California",5746,605.3577454695694,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",45526,7029,6416,-10.442643391521198,42706,6.603287594249052,1.6315474145396827
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2019,"2019","04000US06","California",213,129.84991336154212,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",54712,42621,326,-34.66257668711656,27217,101.02142043575707,0.06048026440949398
1,"Construction (Group)",2,"Construction",2019,"2019","04000US06","California",31595,1346.5125324333226,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",96499,4352,30559,3.3901632906835957,91447,5.524511465657703,8.971239220741607
2,"Manufacturing (Group)",3,"Manufacturing",2019,"2019","04000US06","California",31012,1356.610482047076,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",101684,5600,31224,-0.678964898795798,100713,0.9641257831660262,8.805699342099658
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2019,"2019","04000US06","California",8852,766.9589298000252,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",92182,8161,9014,-1.79720434879077,89477,3.02312326072622,2.513480284285637
4,"Retail Trade (Group)",5,"Retail Trade",2019,"2019","04000US06","California",41575,1500.2106518752623,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",52287,3686,40986,1.4370760747572342,50263,4.026818932415495,11.805009355984565
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2019,"2019","04000US06","California",11388,883.314779679362,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",74034,4785,11564,-1.5219647180906262,74725,-0.924723987955838,3.233564559132946
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2019,"2019","04000US06","California",3010,376.3243282064023,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",176983,18362,3194,-5.760801502817784,169959,4.132761430697992,0.8546741590261826
6,"Information (Group)",8,"Information",2019,"2019","04000US06","California",5692,556.852763304628,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",116773,21215,5618,1.3171947312210752,118806,-1.711193037388684,1.6162143897598111
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2019,"2019","04000US06","California",11637,836.6391097719494,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",136808,10021,11380,2.2583479789103693,132304,3.404281049703713,3.3042668400623545
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2019,"2019","04000US06","California",8012,759.5162934394494,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",80403,13865,8581,-6.630928796177601,76714,4.80877023750554,2.2749665654876328
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2019,"2019","04000US06","California",25862,1189.2119239227297,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",129920,8965,25298,2.2294252510079846,125715,3.3448673587081887,7.343383089945227
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2019,"2019","04000US06","California",335,105.39449701004317,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",189550,111894,270,24.074074074074073,164990,14.885750651554638,0.09512154261587082
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2019,"2019","04000US06","California",19486,1137.2462354301288,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",54250,4302,19013,2.4877715247462264,53393,1.6050793175135316,5.532950386307041
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2019,"2019","04000US06","California",28904,1062.017890621434,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",93592,6193,28294,2.1559341203081925,91482,2.306464659714479,8.207143485878001
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2019,"2019","04000US06","California",40854,1512.7871628223186,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",89124,8855,40301,1.3721743877323143,85948,3.695257597617164,11.600285080682944
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2019,"2019","04000US06","California",13120,974.8774281928985,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",54853,4458,13475,-2.6345083487940633,54139,1.3188274626424574,3.7253571317021645
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2019,"2019","04000US06","California",28498,1527.1754974461842,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",36635,2096,26978,5.634220475943361,34537,6.074644584069259,8.091861855125632
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2019,"2019","04000US06","California",19973,1123.398415523184,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",,,20292,-1.572048097772521,,NaN,5.671231554229218
12,"Public Administration (Group)",19,"Public Administration",2019,"2019","04000US06","California",16417,959.8166491575356,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",140786,7476,15555,5.541626486660238,140733,0.037659966034974034,4.661523477984332
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2018,"2018","04000US06","California",6416,747.0107094279172,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",42706,6092,6262,2.4592781858831048,41337,3.311802985219053,1.841889199570532
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2018,"2018","04000US06","California",326,184.02445489662506,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",27217,49602,281,16.014234875444842,51792,-47.44941303676244,0.09358726294575957
1,"Construction (Group)",2,"Construction",2018,"2018","04000US06","California",30559,1301.8221844783566,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",91447,6776,29547,3.4250516126848747,83811,9.110975886220187,8.772801129937015
2,"Manufacturing (Group)",3,"Manufacturing",2018,"2018","04000US06","California",31224,1126.1136709941852,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",100713,5575,30904,1.0354646647683148,97778,3.001697723414265,8.963707663246618
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2018,"2018","04000US06","California",9014,742.9703897195366,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",89477,9260,9034,-0.22138587558113793,87816,1.8914548601621572,2.587716528199622
4,"Retail Trade (Group)",5,"Retail Trade",2018,"2018","04000US06","California",40986,1591.7550062745208,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",50263,3320,41301,-0.7626933972543039,48457,3.7270157046453556,11.766158156732828
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2018,"2018","04000US06","California",11564,730.6880319260745,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",74725,14832,11020,4.936479128856624,74029,0.9401720947196369,3.3197641371311772
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2018,"2018","04000US06","California",3194,439.82951242498496,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",169959,22823,3270,-2.324159021406728,168480,0.8778490028490028,0.9169255148734851
6,"Information (Group)",8,"Information",2018,"2018","04000US06","California",5618,564.4156269984027,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",118806,15303,6062,-7.324315407456285,114887,3.4111779400628444,1.61280135959901
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2018,"2018","04000US06","California",11380,795.8775031372604,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",132304,14308,11542,-1.4035695719979207,127753,3.562342958678074,3.266941878290626
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2018,"2018","04000US06","California",8581,747.1713324265057,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",76714,11782,8507,0.869871870224521,67001,14.496798555245444,2.4634119734281072
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2018,"2018","04000US06","California",25298,1171.1383351252746,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",125715,8888,24711,2.375460321314394,118232,6.329081805264226,7.262486435588422
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2018,"2018","04000US06","California",270,94.54099639838793,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",164990,37567,176,53.40909090909091,148696,10.957927583795126,0.07751092329863524
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2018,"2018","04000US06","California",19013,1151.5906390727566,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",53393,2688,19225,-1.1027308192457737,51246,4.189595285485696,5.458204387692414
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2018,"2018","04000US06","California",28294,1172.3058474647305,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",91482,6422,28237,0.20186280412225094,88389,3.4993042120625875,8.122570606709575
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2018,"2018","04000US06","California",40301,1554.903533985308,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",85948,7569,39047,3.211514328885702,82529,4.142786172133432,11.569510073549253
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2018,"2018","04000US06","California",13475,939.0644280346264,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",54139,3562,12622,6.758041514815402,52048,4.017445434983093,3.8683692275892954
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2018,"2018","04000US06","California",26978,1440.7279410076005,"Congressional District 50, CA","50000US0650","congressional-district-50-ca",34537,2588,26515,1.7461814067508956,33868,1.9753159324436047,7.744776625002153
